"","studyid","intid","year","spp1","spp2","interaction","taxatype","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq"
"48","HMK006",37,1996,"Gnathotrichus materiarius","Corticeus parallelus","predation","spp",132,11.0000000000017,103,51.0000000000078,29,"weekly"
"49","HMK006",37,1997,"Gnathotrichus materiarius","Corticeus parallelus","predation","spp",143,11.0000000000017,154,51.0000000000078,-11,"weekly"
"50","HMK006",38,1996,"Gnathotrichus materiarius","Enoclerus nigripes","predation","spp",132,11.0000000000017,171.5,53.0000000000081,-39.5,"weekly"
"51","HMK006",38,1997,"Gnathotrichus materiarius","Enoclerus nigripes","predation","spp",143,11.0000000000017,224.5,53.0000000000081,-81.5,"weekly"
"52","HMK006",39,1996,"Gnathotrichus materiarius","Thanasimus dubius","predation","spp",132,11.0000000000017,137,-4.00000000000056,-5,"weekly"
"53","HMK006",39,1997,"Gnathotrichus materiarius","Thanasimus dubius","predation","spp",143,11.0000000000017,133,-4.00000000000056,10,"weekly"
"54","HMK006",40,1996,"Hylastes porculus","Cucujus clavipes","predation","spp",141,14.5000000000022,103,61.0000000000093,38,"weekly"
"55","HMK006",40,1997,"Hylastes porculus","Cucujus clavipes","predation","spp",155.5,14.5000000000022,164,61.0000000000093,-8.5,"weekly"
"56","HMK006",41,1996,"Hylastes porculus","Platysoma cylindrica","predation","spp",141,14.5000000000022,139,15.0000000000023,2,"weekly"
"57","HMK006",41,1997,"Hylastes porculus","Platysoma cylindrica","predation","spp",155.5,14.5000000000022,154,15.0000000000023,1.5,"weekly"
"58","HMK006",42,1996,"Hylastes porculus","Corticeus parallelus","predation","spp",141,14.5000000000022,103,51.0000000000078,38,"weekly"
"59","HMK006",42,1997,"Hylastes porculus","Corticeus parallelus","predation","spp",155.5,14.5000000000022,154,51.0000000000078,1.5,"weekly"
"60","HMK006",43,1996,"Hylastes porculus","Enoclerus nigripes","predation","spp",141,14.5000000000022,171.5,53.0000000000081,-30.5,"weekly"
"61","HMK006",43,1997,"Hylastes porculus","Enoclerus nigripes","predation","spp",155.5,14.5000000000022,224.5,53.0000000000081,-69,"weekly"
"62","HMK006",44,1996,"Hylastes porculus","Thanasimus dubius","predation","spp",141,14.5000000000022,137,-4.00000000000056,4,"weekly"
"63","HMK006",44,1997,"Hylastes porculus","Thanasimus dubius","predation","spp",155.5,14.5000000000022,133,-4.00000000000056,22.5,"weekly"
"64","HMK006",45,1996,"Hylastes porculus","Platysoma parallelum","predation","spp",141,14.5000000000022,138,18.0000000000028,3,"weekly"
"65","HMK006",45,1997,"Hylastes porculus","Platysoma parallelum","predation","spp",155.5,14.5000000000022,156,18.0000000000028,-0.5,"weekly"
"66","HMK006",46,1996,"Hylurgops rugipennis pinifex","Thanasimus dubius","predation","spp",139,-12.0000000000018,137,-4.00000000000056,2,"weekly"
"67","HMK006",46,1997,"Hylurgops rugipennis pinifex","Thanasimus dubius","predation","spp",127,-12.0000000000018,133,-4.00000000000056,-6,"weekly"
"68","HMK006",47,1996,"Hylurgops rugipennis pinifex","Platysoma parallelum","predation","spp",139,-12.0000000000018,138,18.0000000000028,1,"weekly"
"69","HMK006",47,1997,"Hylurgops rugipennis pinifex","Platysoma parallelum","predation","spp",127,-12.0000000000018,156,18.0000000000028,-29,"weekly"
"70","HMK006",48,1996,"Hylurgops rugipennis pinifex","Enoclerus nigripes","predation","spp",139,-12.0000000000018,171.5,53.0000000000081,-32.5,"weekly"
"71","HMK006",48,1997,"Hylurgops rugipennis pinifex","Enoclerus nigripes","predation","spp",127,-12.0000000000018,224.5,53.0000000000081,-97.5,"weekly"
"72","HMK006",49,1996,"Hylurgops rugipennis pinifex","Corticeus parallelus","predation","spp",139,-12.0000000000018,103,51.0000000000078,36,"weekly"
"73","HMK006",49,1997,"Hylurgops rugipennis pinifex","Corticeus parallelus","predation","spp",127,-12.0000000000018,154,51.0000000000078,-27,"weekly"
"74","HMK006",50,1996,"Hylurgops rugipennis pinifex","Cucujus clavipes","predation","spp",139,-12.0000000000018,103,61.0000000000093,36,"weekly"
"75","HMK006",50,1997,"Hylurgops rugipennis pinifex","Cucujus clavipes","predation","spp",127,-12.0000000000018,164,61.0000000000093,-37,"weekly"
"76","HMK006",51,1996,"Hylurgops rugipennis pinifex","Platysoma cylindrica","predation","spp",139,-12.0000000000018,139,15.0000000000023,0,"weekly"
"77","HMK006",51,1997,"Hylurgops rugipennis pinifex","Platysoma cylindrica","predation","spp",127,-12.0000000000018,154,15.0000000000023,-27,"weekly"
"78","HMK006",52,1996,"Ips grandicollis","Corticeus parallelus","predation","spp",139,10.0000000000016,103,51.0000000000078,36,"weekly"
"79","HMK006",52,1997,"Ips grandicollis","Corticeus parallelus","predation","spp",149,10.0000000000016,154,51.0000000000078,-5,"weekly"
"80","HMK006",53,1996,"Ips grandicollis","Cucujus clavipes","predation","spp",139,10.0000000000016,103,61.0000000000093,36,"weekly"
"81","HMK006",53,1997,"Ips grandicollis","Cucujus clavipes","predation","spp",149,10.0000000000016,164,61.0000000000093,-15,"weekly"
"82","HMK006",54,1996,"Ips grandicollis","Enoclerus nigripes","predation","spp",139,10.0000000000016,171.5,53.0000000000081,-32.5,"weekly"
"83","HMK006",54,1997,"Ips grandicollis","Enoclerus nigripes","predation","spp",149,10.0000000000016,224.5,53.0000000000081,-75.5,"weekly"
"84","HMK006",55,1996,"Ips grandicollis","Platysoma cylindrica","predation","spp",139,10.0000000000016,139,15.0000000000023,0,"weekly"
"85","HMK006",55,1997,"Ips grandicollis","Platysoma cylindrica","predation","spp",149,10.0000000000016,154,15.0000000000023,-5,"weekly"
"86","HMK006",56,1996,"Ips grandicollis","Platysoma parallelum","predation","spp",139,10.0000000000016,138,18.0000000000028,1,"weekly"
"87","HMK006",56,1997,"Ips grandicollis","Platysoma parallelum","predation","spp",149,10.0000000000016,156,18.0000000000028,-7,"weekly"
"88","HMK006",57,1996,"Ips grandicollis","Thanasimus dubius","predation","spp",139,10.0000000000016,137,-4.00000000000056,2,"weekly"
"89","HMK006",57,1997,"Ips grandicollis","Thanasimus dubius","predation","spp",149,10.0000000000016,133,-4.00000000000056,16,"weekly"
"90","HMK006",58,1996,"Ips pini","Enoclerus nigripes","predation","spp",134,-7.00000000000105,171.5,53.0000000000081,-37.5,"weekly"
"91","HMK006",58,1997,"Ips pini","Enoclerus nigripes","predation","spp",127,-7.00000000000105,224.5,53.0000000000081,-97.5,"weekly"
"92","HMK006",59,1996,"Ips pini","Platysoma parallelum","predation","spp",134,-7.00000000000105,138,18.0000000000028,-4,"weekly"
"93","HMK006",59,1997,"Ips pini","Platysoma parallelum","predation","spp",127,-7.00000000000105,156,18.0000000000028,-29,"weekly"
"94","HMK006",60,1996,"Ips pini","Thanasimus dubius","predation","spp",134,-7.00000000000105,137,-4.00000000000056,-3,"weekly"
"95","HMK006",60,1997,"Ips pini","Thanasimus dubius","predation","spp",127,-7.00000000000105,133,-4.00000000000056,-6,"weekly"
"96","HMK006",61,1996,"Ips pini","Platysoma cylindrica","predation","spp",134,-7.00000000000105,139,15.0000000000023,-5,"weekly"
"97","HMK006",61,1997,"Ips pini","Platysoma cylindrica","predation","spp",127,-7.00000000000105,154,15.0000000000023,-27,"weekly"
"98","HMK006",62,1996,"Ips pini","Cucujus clavipes","predation","spp",134,-7.00000000000105,103,61.0000000000093,31,"weekly"
"99","HMK006",62,1997,"Ips pini","Cucujus clavipes","predation","spp",127,-7.00000000000105,164,61.0000000000093,-37,"weekly"
"100","HMK006",63,1996,"Ips pini","Corticeus parallelus","predation","spp",134,-7.00000000000105,103,51.0000000000078,31,"weekly"
"101","HMK006",63,1997,"Ips pini","Corticeus parallelus","predation","spp",127,-7.00000000000105,154,51.0000000000078,-27,"weekly"
"102","HMK006",64,1996,"Monochamus spp.","Cucujus clavipes","predation","spp",186.5,-10.0000000000015,103,61.0000000000093,83.5,"weekly"
"103","HMK006",64,1997,"Monochamus spp.","Cucujus clavipes","predation","spp",176.5,-10.0000000000015,164,61.0000000000093,12.5,"weekly"
"104","HMK006",65,1996,"Monochamus spp.","Corticeus parallelus","predation","spp",186.5,-10.0000000000015,103,51.0000000000078,83.5,"weekly"
"105","HMK006",65,1997,"Monochamus spp.","Corticeus parallelus","predation","spp",176.5,-10.0000000000015,154,51.0000000000078,22.5,"weekly"
"106","HMK006",66,1996,"Monochamus spp.","Platysoma cylindrica","predation","spp",186.5,-10.0000000000015,139,15.0000000000023,47.5,"weekly"
"107","HMK006",66,1997,"Monochamus spp.","Platysoma cylindrica","predation","spp",176.5,-10.0000000000015,154,15.0000000000023,22.5,"weekly"
"108","HMK006",67,1996,"Monochamus spp.","Thanasimus dubius","predation","spp",186.5,-10.0000000000015,137,-4.00000000000056,49.5,"weekly"
"109","HMK006",67,1997,"Monochamus spp.","Thanasimus dubius","predation","spp",176.5,-10.0000000000015,133,-4.00000000000056,43.5,"weekly"
"110","HMK006",68,1996,"Monochamus spp.","Enoclerus nigripes","predation","spp",186.5,-10.0000000000015,171.5,53.0000000000081,15,"weekly"
"111","HMK006",68,1997,"Monochamus spp.","Enoclerus nigripes","predation","spp",176.5,-10.0000000000015,224.5,53.0000000000081,-48,"weekly"
"112","HMK006",69,1996,"Monochamus spp.","Platysoma parallelum","predation","spp",186.5,-10.0000000000015,138,18.0000000000028,48.5,"weekly"
"113","HMK006",69,1997,"Monochamus spp.","Platysoma parallelum","predation","spp",176.5,-10.0000000000015,156,18.0000000000028,20.5,"weekly"
"114","HMK006",70,1996,"Orthotomicus caelatus","Corticeus parallelus","predation","spp",139,15.0000000000023,103,51.0000000000078,36,"weekly"
"115","HMK006",70,1997,"Orthotomicus caelatus","Corticeus parallelus","predation","spp",154,15.0000000000023,154,51.0000000000078,0,"weekly"
"116","HMK006",71,1996,"Orthotomicus caelatus","Platysoma cylindrica","predation","spp",139,15.0000000000023,139,15.0000000000023,0,"weekly"
"117","HMK006",71,1997,"Orthotomicus caelatus","Platysoma cylindrica","predation","spp",154,15.0000000000023,154,15.0000000000023,0,"weekly"
"118","HMK006",72,1996,"Orthotomicus caelatus","Thanasimus dubius","predation","spp",139,15.0000000000023,137,-4.00000000000056,2,"weekly"
"119","HMK006",72,1997,"Orthotomicus caelatus","Thanasimus dubius","predation","spp",154,15.0000000000023,133,-4.00000000000056,21,"weekly"
"120","HMK006",73,1996,"Orthotomicus caelatus","Enoclerus nigripes","predation","spp",139,15.0000000000023,171.5,53.0000000000081,-32.5,"weekly"
"121","HMK006",73,1997,"Orthotomicus caelatus","Enoclerus nigripes","predation","spp",154,15.0000000000023,224.5,53.0000000000081,-70.5,"weekly"
"122","HMK006",74,1996,"Orthotomicus caelatus","Platysoma parallelum","predation","spp",139,15.0000000000023,138,18.0000000000028,1,"weekly"
"123","HMK006",74,1997,"Orthotomicus caelatus","Platysoma parallelum","predation","spp",154,15.0000000000023,156,18.0000000000028,-2,"weekly"
"124","HMK006",75,1996,"Orthotomicus caelatus","Cucujus clavipes","predation","spp",139,15.0000000000023,103,61.0000000000093,36,"weekly"
"125","HMK006",75,1997,"Orthotomicus caelatus","Cucujus clavipes","predation","spp",154,15.0000000000023,164,61.0000000000093,-10,"weekly"
"126","HMK006",76,1996,"Pissodes approximatus","Platysoma parallelum","predation","spp",118.5,-24.5000000000038,138,18.0000000000028,-19.5,"weekly"
"127","HMK006",76,1997,"Pissodes approximatus","Platysoma parallelum","predation","spp",94,-24.5000000000038,156,18.0000000000028,-62,"weekly"
"128","HMK006",77,1996,"Pissodes approximatus","Corticeus parallelus","predation","spp",118.5,-24.5000000000038,103,51.0000000000078,15.5,"weekly"
"129","HMK006",77,1997,"Pissodes approximatus","Corticeus parallelus","predation","spp",94,-24.5000000000038,154,51.0000000000078,-60,"weekly"
"130","HMK006",78,1996,"Pissodes approximatus","Cucujus clavipes","predation","spp",118.5,-24.5000000000038,103,61.0000000000093,15.5,"weekly"
"131","HMK006",78,1997,"Pissodes approximatus","Cucujus clavipes","predation","spp",94,-24.5000000000038,164,61.0000000000093,-70,"weekly"
"132","HMK006",79,1996,"Pissodes approximatus","Enoclerus nigripes","predation","spp",118.5,-24.5000000000038,171.5,53.0000000000081,-53,"weekly"
"133","HMK006",79,1997,"Pissodes approximatus","Enoclerus nigripes","predation","spp",94,-24.5000000000038,224.5,53.0000000000081,-130.5,"weekly"
"134","HMK006",80,1996,"Pissodes approximatus","Platysoma cylindrica","predation","spp",118.5,-24.5000000000038,139,15.0000000000023,-20.5,"weekly"
"135","HMK006",80,1997,"Pissodes approximatus","Platysoma cylindrica","predation","spp",94,-24.5000000000038,154,15.0000000000023,-60,"weekly"
"136","HMK006",81,1996,"Pissodes approximatus","Thanasimus dubius","predation","spp",118.5,-24.5000000000038,137,-4.00000000000056,-18.5,"weekly"
"137","HMK006",81,1997,"Pissodes approximatus","Thanasimus dubius","predation","spp",94,-24.5000000000038,133,-4.00000000000056,-39,"weekly"
"138","HMK006",82,1996,"Tomicus piniperda","Platysoma parallelum","predation","spp",88.5,-8.00000000000123,138,18.0000000000028,-49.5,"weekly"
"139","HMK006",82,1997,"Tomicus piniperda","Platysoma parallelum","predation","spp",80.5,-8.00000000000123,156,18.0000000000028,-75.5,"weekly"
"140","HMK006",83,1996,"Tomicus piniperda","Cucujus clavipes","predation","spp",88.5,-8.00000000000123,103,61.0000000000093,-14.5,"weekly"
"141","HMK006",83,1997,"Tomicus piniperda","Cucujus clavipes","predation","spp",80.5,-8.00000000000123,164,61.0000000000093,-83.5,"weekly"
"142","HMK006",84,1996,"Tomicus piniperda","Enoclerus nigripes","predation","spp",88.5,-8.00000000000123,171.5,53.0000000000081,-83,"weekly"
"143","HMK006",84,1997,"Tomicus piniperda","Enoclerus nigripes","predation","spp",80.5,-8.00000000000123,224.5,53.0000000000081,-144,"weekly"
"144","HMK006",85,1996,"Tomicus piniperda","Corticeus parallelus","predation","spp",88.5,-8.00000000000123,103,51.0000000000078,-14.5,"weekly"
"145","HMK006",85,1997,"Tomicus piniperda","Corticeus parallelus","predation","spp",80.5,-8.00000000000123,154,51.0000000000078,-73.5,"weekly"
"146","HMK006",86,1996,"Tomicus piniperda","Platysoma cylindrica","predation","spp",88.5,-8.00000000000123,139,15.0000000000023,-50.5,"weekly"
"147","HMK006",86,1997,"Tomicus piniperda","Platysoma cylindrica","predation","spp",80.5,-8.00000000000123,154,15.0000000000023,-73.5,"weekly"
"148","HMK006",87,1996,"Tomicus piniperda","Thanasimus dubius","predation","spp",88.5,-8.00000000000123,137,-4.00000000000056,-48.5,"weekly"
"149","HMK006",87,1997,"Tomicus piniperda","Thanasimus dubius","predation","spp",80.5,-8.00000000000123,133,-4.00000000000056,-52.5,"weekly"
"150","HMK006",88,1996,"Dendroctonus valens","Dryocetes autographus","competition","spp",139.5,10.5000000000016,140,16.0000000000025,-0.5,"weekly"
"151","HMK006",88,1997,"Dendroctonus valens","Dryocetes autographus","competition","spp",150,10.5000000000016,156,16.0000000000025,-6,"weekly"
"152","HMK006",89,1996,"Dendroctonus valens","Gnathotrichus materiarius","competition","spp",139.5,10.5000000000016,132,11.0000000000017,7.5,"weekly"
"153","HMK006",89,1997,"Dendroctonus valens","Gnathotrichus materiarius","competition","spp",150,10.5000000000016,143,11.0000000000017,7,"weekly"
"154","HMK006",90,1996,"Dendroctonus valens","Hylastes porculus","competition","spp",139.5,10.5000000000016,141,14.5000000000022,-1.5,"weekly"
"155","HMK006",90,1997,"Dendroctonus valens","Hylastes porculus","competition","spp",150,10.5000000000016,155.5,14.5000000000022,-5.5,"weekly"
"156","HMK006",91,1996,"Dendroctonus valens","Hylurgops rugipennis pinifex","competition","spp",139.5,10.5000000000016,139,-12.0000000000018,0.5,"weekly"
"157","HMK006",91,1997,"Dendroctonus valens","Hylurgops rugipennis pinifex","competition","spp",150,10.5000000000016,127,-12.0000000000018,23,"weekly"
"158","HMK006",92,1996,"Dendroctonus valens","Ips grandicollis","competition","spp",139.5,10.5000000000016,139,10.0000000000016,0.5,"weekly"
"159","HMK006",92,1997,"Dendroctonus valens","Ips grandicollis","competition","spp",150,10.5000000000016,149,10.0000000000016,1,"weekly"
"160","HMK006",93,1996,"Dendroctonus valens","Ips pini","competition","spp",139.5,10.5000000000016,134,-7.00000000000105,5.5,"weekly"
"161","HMK006",93,1997,"Dendroctonus valens","Ips pini","competition","spp",150,10.5000000000016,127,-7.00000000000105,23,"weekly"
"162","HMK006",94,1996,"Dendroctonus valens","Monochamus spp.","competition","spp",139.5,10.5000000000016,186.5,-10.0000000000015,-47,"weekly"
"163","HMK006",94,1997,"Dendroctonus valens","Monochamus spp.","competition","spp",150,10.5000000000016,176.5,-10.0000000000015,-26.5,"weekly"
"164","HMK006",95,1996,"Dendroctonus valens","Orthotomicus caelatus","competition","spp",139.5,10.5000000000016,139,15.0000000000023,0.5,"weekly"
"165","HMK006",95,1997,"Dendroctonus valens","Orthotomicus caelatus","competition","spp",150,10.5000000000016,154,15.0000000000023,-4,"weekly"
"166","HMK006",96,1996,"Dendroctonus valens","Pissodes approximatus","competition","spp",139.5,10.5000000000016,118.5,-24.5000000000038,21,"weekly"
"167","HMK006",96,1997,"Dendroctonus valens","Pissodes approximatus","competition","spp",150,10.5000000000016,94,-24.5000000000038,56,"weekly"
"168","HMK006",97,1996,"Dendroctonus valens","Tomicus piniperda","competition","spp",139.5,10.5000000000016,88.5,-8.00000000000123,51,"weekly"
"169","HMK006",97,1997,"Dendroctonus valens","Tomicus piniperda","competition","spp",150,10.5000000000016,80.5,-8.00000000000123,69.5,"weekly"
"170","HMK006",98,1996,"Dryocetes autographus","Gnathotrichus materiarius","competition","spp",140,16.0000000000025,132,11.0000000000017,8,"weekly"
"171","HMK006",98,1997,"Dryocetes autographus","Gnathotrichus materiarius","competition","spp",156,16.0000000000025,143,11.0000000000017,13,"weekly"
"172","HMK006",99,1996,"Dryocetes autographus","Hylastes porculus","competition","spp",140,16.0000000000025,141,14.5000000000022,-1,"weekly"
"173","HMK006",99,1997,"Dryocetes autographus","Hylastes porculus","competition","spp",156,16.0000000000025,155.5,14.5000000000022,0.5,"weekly"
"174","HMK006",100,1996,"Dryocetes autographus","Hylurgops rugipennis pinifex","competition","spp",140,16.0000000000025,139,-12.0000000000018,1,"weekly"
"175","HMK006",100,1997,"Dryocetes autographus","Hylurgops rugipennis pinifex","competition","spp",156,16.0000000000025,127,-12.0000000000018,29,"weekly"
"176","HMK006",101,1996,"Dryocetes autographus","Ips grandicollis","competition","spp",140,16.0000000000025,139,10.0000000000016,1,"weekly"
"177","HMK006",101,1997,"Dryocetes autographus","Ips grandicollis","competition","spp",156,16.0000000000025,149,10.0000000000016,7,"weekly"
"178","HMK006",102,1996,"Dryocetes autographus","Ips pini","competition","spp",140,16.0000000000025,134,-7.00000000000105,6,"weekly"
"179","HMK006",102,1997,"Dryocetes autographus","Ips pini","competition","spp",156,16.0000000000025,127,-7.00000000000105,29,"weekly"
"180","HMK006",103,1996,"Dryocetes autographus","Monochamus spp.","competition","spp",140,16.0000000000025,186.5,-10.0000000000015,-46.5,"weekly"
"181","HMK006",103,1997,"Dryocetes autographus","Monochamus spp.","competition","spp",156,16.0000000000025,176.5,-10.0000000000015,-20.5,"weekly"
"182","HMK006",104,1996,"Dryocetes autographus","Orthotomicus caelatus","competition","spp",140,16.0000000000025,139,15.0000000000023,1,"weekly"
"183","HMK006",104,1997,"Dryocetes autographus","Orthotomicus caelatus","competition","spp",156,16.0000000000025,154,15.0000000000023,2,"weekly"
"184","HMK006",105,1996,"Dryocetes autographus","Pissodes approximatus","competition","spp",140,16.0000000000025,118.5,-24.5000000000038,21.5,"weekly"
"185","HMK006",105,1997,"Dryocetes autographus","Pissodes approximatus","competition","spp",156,16.0000000000025,94,-24.5000000000038,62,"weekly"
"186","HMK006",106,1996,"Dryocetes autographus","Tomicus piniperda","competition","spp",140,16.0000000000025,88.5,-8.00000000000123,51.5,"weekly"
"187","HMK006",106,1997,"Dryocetes autographus","Tomicus piniperda","competition","spp",156,16.0000000000025,80.5,-8.00000000000123,75.5,"weekly"
"188","HMK006",107,1996,"Gnathotrichus materiarius","Hylastes porculus","competition","spp",132,11.0000000000017,141,14.5000000000022,-9,"weekly"
"189","HMK006",107,1997,"Gnathotrichus materiarius","Hylastes porculus","competition","spp",143,11.0000000000017,155.5,14.5000000000022,-12.5,"weekly"
"190","HMK006",108,1996,"Gnathotrichus materiarius","Hylurgops rugipennis pinifex","competition","spp",132,11.0000000000017,139,-12.0000000000018,-7,"weekly"
"191","HMK006",108,1997,"Gnathotrichus materiarius","Hylurgops rugipennis pinifex","competition","spp",143,11.0000000000017,127,-12.0000000000018,16,"weekly"
"192","HMK006",109,1996,"Gnathotrichus materiarius","Ips grandicollis","competition","spp",132,11.0000000000017,139,10.0000000000016,-7,"weekly"
